code,description,startDate,endDate,promotionDiscount
QNHM2GT3,Seasonal special,06-06-2024,18-07-2024,0.5
OGDYKVCB,Weekend promotion,27-09-2020,07-11-2020,0.8
W0HQXEVI,Buy One Get One,16-08-2024,18-09-2024,0.8
O8U5Z9RW,Flash sale items,09-05-2021,26-06-2021,0.6
LTGKM0AE,Members-only offer,06-07-2024,26-07-2024,0.1
W4366ZSH,Friend referral bonus,05-06-2021,20-06-2021,0.3
Z4MTJ914,Clearance blowout,03-08-2021,22-09-2021,0.3
CVU6JTK0,Limited-time deal,18-07-2024,18-08-2024,0.2
IQWZO3RP,Buy One Get One,11-09-2024,19-10-2024,0.5
0WXVBLLR,Buy One Get One,21-09-2022,16-11-2022,0.4
7N05KMU1,Weekend promotion,14-03-2024,02-04-2024,0.1
JQXYEECW,Clearance blowout,24-06-2022,21-08-2022,0.1
G1DV79BW,Members-only offer,24-05-2024,18-07-2024,0.6
MOZXBU19,Limited-time deal,23-08-2024,29-09-2024,0.1
4KL7SGGZ,Limited-time deal,24-03-2021,26-03-2021,0.3
LZT9N7XK,Weekend promotion,28-09-2022,01-11-2022,0.5
TM4PUNOP,Free shipping offer,26-11-2020,04-01-2021,0.7
RSY0ABYC,Friend referral bonus,12-04-2022,27-04-2022,0.2
X4BLIVUS,Free shipping offer,13-03-2025,09-05-2025,0.8
8QA510Z2,First-order discount,25-07-2023,29-08-2023,0.2
IRWFG7Z2,Weekend promotion,13-06-2022,23-07-2022,0.7
N0VN8J00,Limited-time deal,22-07-2023,04-08-2023,0.7
UYKJ4L5E,Limited-time deal,23-02-2021,04-03-2021,0.1
R3A2GN3C,First-order discount,16-05-2021,07-06-2021,0.5
U9NMF9Z6,Seasonal special,23-07-2024,31-08-2024,0.8
9ZKP0W7A,Seasonal special,13-11-2024,06-12-2024,0.5
M3RFODHC,Friend referral bonus,02-07-2021,20-07-2021,0.6
8503QGAC,Friend referral bonus,06-03-2022,10-04-2022,0.6
GLUS4KP1,Weekend promotion,13-07-2024,15-08-2024,0.7
9BLHK6GC,Limited-time deal,01-07-2022,15-08-2022,0.4
UH1CY0QS,Seasonal special,20-09-2024,26-10-2024,0.8
KT4RQWHR,Seasonal special,07-01-2023,19-01-2023,0.5
81SND8DP,First-order discount,04-09-2022,17-10-2022,0.5
P31K3E7S,Flash sale items,06-06-2024,30-07-2024,0.8
7AD333PR,Friend referral bonus,20-05-2020,03-07-2020,0.5
CCWH33S8,First-order discount,07-10-2022,26-10-2022,0.5
UWZ7Y0A3,Flash sale items,04-02-2025,20-02-2025,0.7
UEA9FNG5,Limited-time deal,12-03-2021,30-03-2021,0.4
WRVZ7MA5,Seasonal special,20-01-2025,27-02-2025,0.6
CZHH6DOQ,Free shipping offer,21-03-2024,21-04-2024,0.5
HZPIZUYE,Limited-time deal,01-01-2025,24-02-2025,0.7
0GU15B69,Flash sale items,12-01-2024,16-02-2024,0.3
YO2NPDQP,Clearance blowout,28-04-2022,27-06-2022,0.3
VEUQUW85,Limited-time deal,16-08-2023,22-09-2023,0.1
RHO9R3ZI,Members-only offer,04-12-2023,22-12-2023,0.7
90RO8HNK,Weekend promotion,08-03-2025,26-03-2025,0.3
RUFPMRJR,Buy One Get One,12-05-2023,12-06-2023,0.7
V7VDD168,Weekend promotion,23-11-2020,16-12-2020,0.3
FSJHP613,Seasonal special,11-07-2024,21-07-2024,0.7
5MO5HVJD,Friend referral bonus,19-02-2024,23-03-2024,0.5
9R0PLAHD,Weekend promotion,10-11-2023,29-12-2023,0.4
8FA67OZ2,Seasonal special,26-02-2025,19-04-2025,0.6
CGL9UQ0R,Buy One Get One,31-07-2021,28-09-2021,0.6
BS74PGNC,Weekend promotion,02-12-2020,16-01-2021,0.8
SFS1C2TE,Members-only offer,11-02-2023,15-03-2023,0.2
65YE9QCH,Flash sale items,26-04-2020,11-06-2020,0.4
W6VNX80B,Clearance blowout,19-03-2021,26-03-2021,0.6
VPTLIEH2,Flash sale items,14-06-2020,07-08-2020,0.3
A63PACQ7,Seasonal special,09-06-2024,17-06-2024,0.8
01V30VS8,Weekend promotion,23-04-2023,08-06-2023,0.2
Y96IUMDK,Limited-time deal,21-03-2023,26-04-2023,0.8
ELRA7AVJ,Flash sale items,22-08-2024,06-09-2024,0.4
61M01X9Y,Clearance blowout,29-02-2024,08-03-2024,0.6
7MQHM2JN,Friend referral bonus,15-06-2022,16-07-2022,0.4
KUUQOKJN,Free shipping offer,10-01-2025,22-02-2025,0.6
VXO1V4L6,Members-only offer,18-02-2025,27-03-2025,0.6
5UV04L1W,Members-only offer,06-10-2020,27-10-2020,0.3
ONK1GA80,Weekend promotion,16-10-2020,02-11-2020,0.3
IL0HLMQP,Seasonal special,10-09-2021,20-09-2021,0.3
7IFJKKTN,Limited-time deal,15-11-2023,29-12-2023,0.8
14E5FRDD,First-order discount,01-04-2021,01-05-2021,0.4
QKCZCMB0,First-order discount,15-02-2023,22-03-2023,0.4
DW22SSKJ,Weekend promotion,25-06-2022,17-08-2022,0.8
JOXTPLQW,Weekend promotion,03-06-2022,25-06-2022,0.6
U8R9Z8MT,Friend referral bonus,28-10-2021,31-10-2021,0.5
BVEV2J2E,Friend referral bonus,22-12-2024,26-01-2025,0.2
JW8480HU,Members-only offer,11-09-2023,21-09-2023,0.4
UVA2FTXC,Members-only offer,19-10-2020,02-11-2020,0.6
MI9COJYG,Members-only offer,16-08-2020,15-09-2020,0.7
40VVI3VQ,Free shipping offer,05-03-2023,23-04-2023,0.7
7RLI3REI,Buy One Get One,17-02-2021,24-03-2021,0.5
PLFBWTW9,Flash sale items,30-04-2023,26-06-2023,0.4
Q6C3ITT6,First-order discount,23-10-2024,26-10-2024,0.4
Q8FXGKJA,Seasonal special,24-03-2022,06-04-2022,0.2
VVZTPVUN,Weekend promotion,02-08-2022,14-08-2022,0.4
J3TAAIHK,Flash sale items,21-08-2020,13-10-2020,0.6
626KQV9O,Members-only offer,30-01-2022,12-03-2022,0.2
C4SNZPA2,Seasonal special,04-03-2021,20-03-2021,0.6
EZKRVNW5,Limited-time deal,25-03-2021,03-04-2021,0.3
6CPF6MFO,Buy One Get One,14-06-2023,21-06-2023,0.7
73RGYQER,First-order discount,14-11-2024,12-01-2025,0.3
Z7A40QPN,First-order discount,27-10-2022,01-12-2022,0.6
FLPAY3ES,Weekend promotion,11-03-2023,31-03-2023,0.4
MDFIXXXD,Members-only offer,07-03-2022,12-03-2022,0.2
PX24J6N3,Clearance blowout,18-07-2020,12-08-2020,0.6
BEMCLPWY,Clearance blowout,03-07-2021,09-08-2021,0.8
O7HZ4EXA,Flash sale items,04-08-2022,26-09-2022,0.1
Y2A458XC,Buy One Get One,31-10-2021,13-11-2021,0.8
LX6KA1YP,Seasonal special,18-06-2020,04-08-2020,0.2
6E1GNRFS,Members-only offer,26-04-2024,15-06-2024,0.4
RA8DE3YF,Free shipping offer,27-01-2021,31-01-2021,0.5
EF8V6DRO,Clearance blowout,09-11-2021,16-12-2021,0.8
2HTTML52,Clearance blowout,10-06-2021,21-06-2021,0.3
FJIADTGH,Friend referral bonus,05-09-2023,30-10-2023,0.2
N9AEGX0Z,Weekend promotion,15-05-2020,01-06-2020,0.7
9XX9Y0H6,Limited-time deal,10-11-2023,19-11-2023,0.5
W7M02U98,Friend referral bonus,14-12-2023,16-01-2024,0.2
JZC0SRMB,Friend referral bonus,28-10-2024,18-12-2024,0.6
5MCEIA8J,Limited-time deal,01-02-2022,08-03-2022,0.2
4FTTE4NT,Limited-time deal,16-09-2021,30-09-2021,0.5
XEGEDHWY,Seasonal special,25-02-2023,23-04-2023,0.2
W7YGLCQ8,Flash sale items,24-11-2020,21-01-2021,0.5
JGK8MPI9,Free shipping offer,06-12-2021,20-01-2022,0.2
MZ7ASIJE,Free shipping offer,04-11-2024,23-12-2024,0.8
XCXOVGFX,Seasonal special,31-03-2025,21-05-2025,0.2
REZCXO81,Flash sale items,28-03-2025,26-05-2025,0.3
ZQ1C421V,Friend referral bonus,06-10-2020,16-11-2020,0.6
PCEMFUPX,Buy One Get One,30-05-2021,04-07-2021,0.4
FJZWVTIA,Limited-time deal,09-06-2020,28-07-2020,0.1
SSA10DDE,Free shipping offer,07-09-2020,29-10-2020,0.4
2G2LXTY4,Free shipping offer,09-09-2021,10-10-2021,0.7
KB4GJH5C,Limited-time deal,13-10-2021,22-11-2021,0.6
ESXSM3CB,Clearance blowout,14-02-2024,01-04-2024,0.8
TUCHMTRJ,Free shipping offer,31-12-2022,13-02-2023,0.2
80PTHI2M,First-order discount,31-03-2025,27-05-2025,0.6
XUOU6HFH,Clearance blowout,04-12-2023,22-01-2024,0.3
TDVKI1DU,Limited-time deal,26-12-2023,29-12-2023,0.2
86U03JOI,Seasonal special,25-07-2021,22-08-2021,0.7
RX60I3BQ,Clearance blowout,15-07-2023,16-08-2023,0.5
JJ4DNFLI,Members-only offer,05-01-2022,18-02-2022,0.4
HWGVKGPC,Free shipping offer,06-07-2023,10-08-2023,0.2
S05XRJMV,Clearance blowout,09-02-2025,21-03-2025,0.5
GZL5KQQP,Clearance blowout,14-11-2023,24-12-2023,0.1
71ADAC25,Weekend promotion,21-06-2023,14-07-2023,0.3
U3IFELGL,Seasonal special,24-04-2024,06-06-2024,0.5
9S966WHV,Flash sale items,22-04-2023,02-05-2023,0.8
9QR225JE,Buy One Get One,19-12-2023,13-01-2024,0.5
JJ82QHPX,Buy One Get One,27-09-2024,18-11-2024,0.3
92EB9TMN,First-order discount,23-04-2021,19-06-2021,0.5
HU2SZG9C,Free shipping offer,21-12-2024,23-01-2025,0.3
0JEM0TD6,Weekend promotion,20-01-2023,07-02-2023,0.3
LOHQYU1H,Buy One Get One,07-03-2022,18-04-2022,0.6
IS1A4FLU,Weekend promotion,03-07-2022,22-08-2022,0.3
EIGDZ0UB,Limited-time deal,04-08-2024,22-08-2024,0.1
XMPTXEAK,Buy One Get One,19-04-2022,02-05-2022,0.6
NSR73XMU,Weekend promotion,24-01-2022,14-03-2022,0.3
VII2X0XQ,Weekend promotion,14-02-2023,25-02-2023,0.6
URZHQKW2,Buy One Get One,26-02-2025,18-04-2025,0.4
MHGQG1UZ,Weekend promotion,26-12-2020,10-01-2021,0.1
8XLZS9F5,Clearance blowout,17-03-2023,22-04-2023,0.7
LZDRY45K,Limited-time deal,24-01-2022,12-03-2022,0.5
VTGO34H8,Friend referral bonus,25-10-2022,08-11-2022,0.2
SNFX6YNA,Weekend promotion,24-05-2021,09-06-2021,0.5
T70OI0CB,Limited-time deal,10-02-2022,20-03-2022,0.5
1NLG8207,Members-only offer,08-10-2021,16-10-2021,0.5
AGR13ENE,Weekend promotion,18-04-2020,10-06-2020,0.3
QEF1ABJP,Free shipping offer,11-11-2024,03-12-2024,0.4
4UYYO533,Friend referral bonus,19-12-2020,12-01-2021,0.6
6UQ92VWI,Clearance blowout,11-08-2020,02-10-2020,0.5
X4HLRF07,Limited-time deal,12-03-2022,29-03-2022,0.3
I8UQWTFA,Members-only offer,08-03-2025,02-04-2025,0.3
K1BKIXZ3,Free shipping offer,06-04-2024,16-04-2024,0.6
TW7VAE9G,Limited-time deal,15-10-2020,25-11-2020,0.5
94XB70HX,Buy One Get One,30-09-2020,12-10-2020,0.4
PS31W4WW,First-order discount,28-10-2024,30-10-2024,0.2
LSBC5JBI,Weekend promotion,12-03-2022,16-03-2022,0.7
KFWMDBK7,Friend referral bonus,31-01-2024,11-02-2024,0.2
0OUBZLRA,Weekend promotion,16-05-2024,19-05-2024,0.6
01DPC02J,Seasonal special,25-08-2024,22-10-2024,0.7
1JEJ189L,Flash sale items,20-08-2023,14-09-2023,0.4
0C53PE2I,Free shipping offer,02-10-2024,21-11-2024,0.3
CHE7I8TI,Clearance blowout,28-08-2022,05-10-2022,0.6
AP21YMSA,Buy One Get One,04-09-2024,28-09-2024,0.7
NB80CN1D,Weekend promotion,24-05-2024,14-07-2024,0.8
EOY7WAPA,First-order discount,08-08-2020,15-08-2020,0.6
EPZHM7X2,Friend referral bonus,19-01-2021,24-01-2021,0.3
2RVYF9RA,Free shipping offer,26-02-2024,31-03-2024,0.1
UFC4V71X,Flash sale items,09-12-2024,18-12-2024,0.5
2Y0DCSXW,First-order discount,11-07-2021,27-08-2021,0.7
V20ZER8Q,Members-only offer,08-10-2021,30-11-2021,0.2
5NGLFO2X,Flash sale items,24-01-2025,10-02-2025,0.4
LTUGPLI1,Seasonal special,01-04-2022,25-05-2022,0.5
5V0X6UCQ,Limited-time deal,25-11-2022,18-01-2023,0.2
U0YBG6TE,Limited-time deal,31-10-2024,10-12-2024,0.6
J8TGI8MJ,Buy One Get One,09-07-2021,10-07-2021,0.3
KMS3R8RV,First-order discount,12-10-2024,20-10-2024,0.1
WO5G38R1,Free shipping offer,12-01-2025,19-02-2025,0.6
78LPH5NJ,Limited-time deal,05-11-2021,13-12-2021,0.2
OSDPWFY4,Seasonal special,18-04-2022,09-05-2022,0.7
BFKNQVZ1,Limited-time deal,24-03-2023,14-05-2023,0.5
A0F12BT5,First-order discount,07-11-2020,25-12-2020,0.1
F9PTRG7S,Flash sale items,07-02-2022,24-02-2022,0.5
P313PIVK,First-order discount,12-10-2023,30-11-2023,0.4
QX18RA62,Limited-time deal,30-08-2020,29-09-2020,0.5
HVZ6UODV,Clearance blowout,12-04-2024,04-05-2024,0.5
BQGNSKOI,Friend referral bonus,03-04-2022,14-04-2022,0.5
VGYIM4YR,Seasonal special,12-08-2020,02-09-2020,0.5
XZHLWW2Y,Friend referral bonus,02-03-2025,26-04-2025,0.6
7CB7QZKK,Weekend promotion,20-04-2023,19-05-2023,0.7
C6A2152I,Limited-time deal,03-07-2022,04-08-2022,0.6
QL4NTOYL,Flash sale items,13-06-2023,08-07-2023,0.2
ZNR29X30,Free shipping offer,28-08-2022,30-08-2022,0.5
SUW7G1C8,Friend referral bonus,08-09-2023,21-10-2023,0.5
CWXVROG1,Flash sale items,27-01-2024,05-03-2024,0.6
EJ8CALIN,Seasonal special,10-05-2021,19-06-2021,0.2
W69CPNTM,Members-only offer,20-01-2022,19-02-2022,0.2
1QE5G0O8,Buy One Get One,26-07-2022,25-08-2022,0.7
F6C37ZXB,First-order discount,04-10-2024,10-11-2024,0.8
JGNNXFI5,Clearance blowout,12-07-2023,20-08-2023,0.6
NERPIFH0,Members-only offer,15-04-2024,04-06-2024,0.6
V7RDCQ2N,Seasonal special,11-02-2024,19-03-2024,0.1
I2DOUAF5,Flash sale items,16-06-2022,16-07-2022,0.5
R0YPHJ4D,Flash sale items,28-01-2023,24-02-2023,0.4
CORZ6Y0M,First-order discount,13-12-2021,28-01-2022,0.5
G2K1THOD,Clearance blowout,07-07-2024,28-07-2024,0.6
O2P7HT2V,Limited-time deal,25-08-2023,27-09-2023,0.2
XVCPWYHY,Weekend promotion,08-06-2021,10-07-2021,0.1
P229AB10,Weekend promotion,11-12-2021,22-01-2022,0.3
9SJ7OC8Y,Weekend promotion,27-09-2021,09-11-2021,0.7
5WVVQ15O,Clearance blowout,24-11-2022,30-11-2022,0.6
K37NGPWS,Friend referral bonus,28-04-2022,03-05-2022,0.2
P3BC6RAD,Buy One Get One,19-10-2023,14-11-2023,0.5
O4SUODCC,First-order discount,11-03-2023,31-03-2023,0.5
H5UDX1PW,Weekend promotion,24-11-2021,30-12-2021,0.4
D3JVY61Y,Free shipping offer,01-04-2024,24-05-2024,0.5
B9PCRKUQ,Friend referral bonus,18-10-2024,23-10-2024,0.1
8Y3V8EXW,Flash sale items,30-11-2023,27-01-2024,0.7
9U86JGMS,Friend referral bonus,19-09-2021,13-10-2021,0.5
0A78G3G9,First-order discount,16-05-2021,28-05-2021,0.4
3QMHBHUI,First-order discount,15-04-2020,03-06-2020,0.5
QTEJGHMG,Seasonal special,21-03-2024,01-04-2024,0.3
4UL60CIH,Buy One Get One,02-07-2020,08-08-2020,0.3
67DMHG9R,Seasonal special,15-07-2020,23-07-2020,0.7
8MN7YMGN,Seasonal special,29-06-2024,28-07-2024,0.5
47QELN1X,First-order discount,20-06-2021,14-08-2021,0.3
GMBJTBKL,Limited-time deal,12-09-2020,05-10-2020,0.3
9B5AL0GI,Weekend promotion,16-08-2021,09-10-2021,0.3
CY6KHMZE,Flash sale items,11-02-2022,26-02-2022,0.2
I8Q11LGF,Weekend promotion,08-01-2021,06-03-2021,0.4
335YXUXI,Flash sale items,02-07-2023,28-08-2023,0.8
OZBFMTW1,Flash sale items,08-11-2024,31-12-2024,0.6
VUUQIFIO,Flash sale items,07-01-2023,02-02-2023,0.4
TUZ2EIVA,Seasonal special,14-05-2023,06-07-2023,0.3
N0CXKQWT,Free shipping offer,16-04-2020,17-04-2020,0.2
33H2QN0W,Weekend promotion,25-12-2022,13-01-2023,0.3
Y2G9YFCD,Flash sale items,06-06-2023,09-06-2023,0.3
N6QCV1VJ,Limited-time deal,02-07-2021,14-08-2021,0.1
QZCOCGIP,Clearance blowout,21-08-2024,19-09-2024,0.8
NGC1IIOG,Weekend promotion,26-03-2021,04-05-2021,0.4
9F93YEG7,Clearance blowout,02-06-2022,29-06-2022,0.5
XITHC7NY,Friend referral bonus,10-06-2024,18-07-2024,0.4
41ULW5X4,Members-only offer,09-06-2024,22-07-2024,0.6
6X3T6RSK,Friend referral bonus,08-04-2021,06-05-2021,0.6
AZSF25DM,Members-only offer,15-11-2022,30-12-2022,0.1
887NNLTR,First-order discount,11-02-2021,19-03-2021,0.2
X0MA5Z6R,Flash sale items,03-04-2020,19-04-2020,0.7
KS20JFFX,Clearance blowout,12-10-2020,07-12-2020,0.6
A2XZZWE3,Clearance blowout,21-08-2022,01-09-2022,0.4
AFLYP449,First-order discount,03-02-2022,05-02-2022,0.4
ZR8EVB92,Limited-time deal,18-11-2024,28-11-2024,0.3
PWWBJIFG,Members-only offer,30-12-2021,24-02-2022,0.6
NU1N17ZQ,Clearance blowout,20-03-2025,05-04-2025,0.3
CAS7CSGY,Friend referral bonus,06-10-2020,24-10-2020,0.3
3F4LJOYB,Limited-time deal,05-02-2022,22-03-2022,0.4
TZNITR9J,Members-only offer,21-01-2025,24-02-2025,0.3
DH4VGA4X,Seasonal special,25-10-2020,15-12-2020,0.5
N0S67F74,Flash sale items,01-09-2024,04-09-2024,0.3
2643IJV4,Buy One Get One,15-12-2023,31-01-2024,0.6
MJ6TRCAP,Members-only offer,24-05-2024,13-06-2024,0.7
HD6RQ2J2,Buy One Get One,04-08-2024,02-09-2024,0.7
ZIABBLCO,Clearance blowout,30-04-2023,07-05-2023,0.4
1R1FA1MI,Limited-time deal,16-06-2021,04-07-2021,0.6
KUU885HO,Clearance blowout,20-01-2022,13-02-2022,0.3
NUXFKLI2,Buy One Get One,18-09-2021,25-10-2021,0.3
Q92YLOI9,Weekend promotion,27-04-2021,07-06-2021,0.1
FQF4UOCL,Weekend promotion,14-10-2020,15-11-2020,0.3
W8WDA18A,Clearance blowout,02-10-2021,18-10-2021,0.2
31V8Y3XK,Buy One Get One,23-11-2022,28-12-2022,0.2
G8DPJ082,Flash sale items,11-05-2021,07-07-2021,0.6
2GA67R5Q,Buy One Get One,31-07-2023,07-09-2023,0.1
3CNPZQMB,Friend referral bonus,03-10-2021,24-11-2021,0.3
HK9GRTNW,Limited-time deal,09-06-2021,13-07-2021,0.2
DSXXKSZB,Clearance blowout,27-10-2022,05-12-2022,0.1
3T7QNG25,First-order discount,26-04-2023,16-06-2023,0.4
DTCYPQG5,Friend referral bonus,09-04-2024,12-05-2024,0.2
HCPJBQXB,Free shipping offer,18-08-2022,02-09-2022,0.6
SP6EM012,Flash sale items,19-11-2022,25-12-2022,0.3
YODSFQIR,Limited-time deal,07-05-2021,31-05-2021,0.3
Q97LKHSQ,First-order discount,30-01-2024,14-03-2024,0.3
O2DFHJWX,Members-only offer,18-11-2024,16-01-2025,0.7
BLKJI995,First-order discount,13-06-2020,05-07-2020,0.6
RHHIBAON,Friend referral bonus,30-06-2020,22-07-2020,0.3
9CANSVBO,First-order discount,25-12-2022,01-01-2023,0.8
XI3KEFBZ,Seasonal special,12-11-2020,01-01-2021,0.2
3GI3LMU9,Limited-time deal,13-11-2021,02-01-2022,0.7
HQ7VZWE3,First-order discount,30-06-2021,02-07-2021,0.1
DRRZ8X6O,Seasonal special,11-01-2025,16-02-2025,0.6
2T9C1AIB,Flash sale items,13-02-2022,18-03-2022,0.2
J9P5NCB7,Free shipping offer,13-09-2023,02-10-2023,0.6
OGZ0N4GJ,Free shipping offer,18-02-2024,24-03-2024,0.7
0O04RJ52,Friend referral bonus,18-09-2021,16-11-2021,0.1
BNIYB30T,Free shipping offer,18-11-2021,23-12-2021,0.1
7S76OAAG,Limited-time deal,26-03-2025,24-05-2025,0.2
W9BN28GE,Limited-time deal,06-10-2020,02-12-2020,0.4
A8WNYIL2,Limited-time deal,03-12-2020,17-12-2020,0.3
8SHTOCOA,Friend referral bonus,01-10-2022,24-11-2022,0.5
B7N2HENA,First-order discount,15-03-2024,05-04-2024,0.2
ZPW0D1SU,Friend referral bonus,10-05-2022,20-05-2022,0.1
L8KRXFBE,Flash sale items,11-08-2022,13-08-2022,0.2
RXTML89N,Friend referral bonus,14-05-2022,07-06-2022,0.3
7YKGH48W,Limited-time deal,21-01-2025,14-03-2025,0.1
I60KM13Y,Free shipping offer,21-06-2024,01-08-2024,0.7
J8MOKJEZ,First-order discount,16-04-2024,16-05-2024,0.7
O7NVPCOH,Members-only offer,04-03-2023,09-04-2023,0.4
P7AXD24Z,Friend referral bonus,24-07-2023,09-09-2023,0.8
392E4NZ5,Limited-time deal,29-04-2020,13-05-2020,0.5
ZJNJOQ9F,Clearance blowout,03-10-2020,13-10-2020,0.2
1GXC6BS3,Flash sale items,29-07-2021,11-08-2021,0.4
EO6LE6HE,Free shipping offer,03-09-2024,29-09-2024,0.2
ZYOZ0XJO,Weekend promotion,29-12-2023,13-01-2024,0.7
G57OO1TE,Friend referral bonus,20-02-2023,23-02-2023,0.8
8QAZ93CB,Flash sale items,26-09-2022,06-11-2022,0.6
U058C3Z6,Members-only offer,11-08-2024,16-08-2024,0.4
I27C0FDG,Members-only offer,31-10-2024,12-11-2024,0.8
3SWMWUSU,Clearance blowout,12-12-2021,22-01-2022,0.2
O0BXN21A,Limited-time deal,18-05-2023,28-06-2023,0.8
RXYR73LZ,First-order discount,22-11-2022,23-12-2022,0.5
R9AY3NGT,Weekend promotion,27-01-2025,19-02-2025,0.4
WHN5EW2V,Seasonal special,10-06-2020,20-07-2020,0.4
DXJ19NVE,Flash sale items,23-08-2022,09-10-2022,0.4
HJGKQNJO,Weekend promotion,21-03-2021,02-05-2021,0.2
S39LIWXG,Clearance blowout,09-10-2020,06-11-2020,0.7
PSI9TSVR,Weekend promotion,29-10-2020,22-11-2020,0.5
YT7D558A,Buy One Get One,27-03-2024,30-04-2024,0.7
MTT4393H,Seasonal special,10-12-2024,15-12-2024,0.7
3I5XBUWE,Weekend promotion,13-08-2020,07-10-2020,0.3
V2IUKOHV,Buy One Get One,08-08-2021,10-09-2021,0.7
VKV4FXQ8,Buy One Get One,23-11-2024,01-12-2024,0.6
TJNIVLZM,First-order discount,18-02-2023,25-03-2023,0.7
N22I46F6,Seasonal special,19-10-2024,18-11-2024,0.6
AABIFQA4,Weekend promotion,21-06-2022,01-08-2022,0.2
4EMGDERP,First-order discount,02-05-2024,15-05-2024,0.3
AT587Q3L,Weekend promotion,09-03-2024,05-05-2024,0.5
LYEPTYSW,First-order discount,28-07-2021,31-08-2021,0.3
224ELECR,First-order discount,10-05-2022,03-06-2022,0.3
HZM88ISP,Flash sale items,01-02-2022,31-03-2022,0.4
QTOIGVTJ,Members-only offer,28-10-2024,07-12-2024,0.2
AIPLG81X,Free shipping offer,06-01-2021,02-03-2021,0.4
KDIYS20M,Limited-time deal,18-01-2022,05-02-2022,0.5
XFDN109Y,Members-only offer,05-02-2023,20-02-2023,0.7
3PJN55L9,Friend referral bonus,22-02-2024,22-04-2024,0.1
OT0Z8Y3R,Flash sale items,01-12-2020,12-12-2020,0.4
PV9U3JP0,Buy One Get One,24-12-2022,10-01-2023,0.2
S3ZNUGNY,Members-only offer,18-05-2021,15-06-2021,0.2
GI9CT5JO,Weekend promotion,22-09-2024,08-10-2024,0.1
LGNM4JJS,Seasonal special,19-01-2021,22-02-2021,0.1
4T4BE0CV,Limited-time deal,22-05-2021,21-07-2021,0.4
FQ3SZFO8,Weekend promotion,03-03-2023,19-04-2023,0.4
71XGJ4CM,Seasonal special,07-02-2024,26-02-2024,0.8
1SJXD073,Flash sale items,04-01-2023,18-01-2023,0.6
NOI4BO3B,Clearance blowout,22-06-2020,05-07-2020,0.1
L8N3DA5Y,Flash sale items,26-07-2020,13-09-2020,0.3
B0E3R0EC,Weekend promotion,01-06-2023,05-06-2023,0.7
AGHSDDVE,Limited-time deal,05-07-2021,21-08-2021,0.2
R1IXQOA4,Free shipping offer,10-11-2021,30-11-2021,0.3
3OX5GOKJ,Members-only offer,10-03-2024,16-03-2024,0.3
DD67OQEJ,First-order discount,17-04-2023,26-05-2023,0.6
MMWMCSTT,Buy One Get One,14-06-2024,29-07-2024,0.5
VV9LX4NZ,Friend referral bonus,17-08-2022,17-09-2022,0.6
HKJUVY67,Members-only offer,06-09-2021,12-09-2021,0.4
JN40AML0,Flash sale items,09-11-2022,02-01-2023,0.2
70ZDWSBN,Flash sale items,24-11-2022,30-12-2022,0.6
O29Z9QLN,Clearance blowout,02-01-2023,26-02-2023,0.8
GJQAFCZR,Buy One Get One,19-07-2023,22-07-2023,0.5
60ECMLYN,Members-only offer,22-01-2024,16-02-2024,0.2
DUQD6L0F,Clearance blowout,14-02-2023,17-02-2023,0.2
7Q0DU55X,Members-only offer,16-05-2020,26-06-2020,0.3
44DSGJKZ,Clearance blowout,20-09-2021,31-10-2021,0.3
QE51CH7O,Limited-time deal,28-08-2022,14-10-2022,0.2
MG14Q6WD,Limited-time deal,27-12-2023,30-01-2024,0.3
DOZ64XAC,Flash sale items,03-11-2020,23-12-2020,0.8
Q3G8D9BU,Members-only offer,23-01-2025,15-03-2025,0.6
IMSKEJ8G,Free shipping offer,03-12-2022,02-01-2023,0.6
N4G1A6C9,Clearance blowout,25-01-2021,27-01-2021,0.5
N07QMRMY,Clearance blowout,08-02-2022,19-03-2022,0.8
GX7YR3TL,Clearance blowout,22-05-2024,18-06-2024,0.1
VYBQWOC0,Seasonal special,11-03-2024,06-04-2024,0.7
WAXFU4G0,Free shipping offer,24-10-2024,01-12-2024,0.6
KJBQDHDC,Friend referral bonus,29-09-2021,03-11-2021,0.8
M1IU4NVU,Limited-time deal,14-05-2021,21-06-2021,0.8
5QOQ5E6M,Seasonal special,24-05-2020,19-07-2020,0.6
8RX3953C,Buy One Get One,11-02-2022,14-02-2022,0.5
WNFMOTCD,Members-only offer,26-12-2022,04-02-2023,0.4
H9RLZW5X,Friend referral bonus,19-02-2023,01-03-2023,0.5
397VQLNY,Seasonal special,24-07-2020,17-09-2020,0.3
RL2U591M,Buy One Get One,09-01-2021,10-01-2021,0.3
O675ELA5,Weekend promotion,14-07-2021,21-08-2021,0.3
JZ4SJ3T7,Weekend promotion,17-10-2024,20-10-2024,0.3
ZYZQKFSP,Members-only offer,01-10-2023,08-10-2023,0.4
IFQDQ711,First-order discount,13-10-2020,24-11-2020,0.3
4RM9XYH1,Friend referral bonus,22-06-2021,03-08-2021,0.5
JPMNRJBO,Friend referral bonus,06-07-2023,19-07-2023,0.2
EG901TJM,Limited-time deal,13-04-2024,29-04-2024,0.6
2N0VRLI0,Weekend promotion,21-09-2021,09-10-2021,0.7
XTLUFTOI,First-order discount,05-03-2025,07-04-2025,0.4
R6N2SQF2,Weekend promotion,15-03-2024,22-04-2024,0.3
0R4HM3A8,Weekend promotion,05-07-2022,30-08-2022,0.2
